record_id,movie_id,year,title_zh_cn,title_ja,category,language,evidence_type,source,download_provider,creator,original_pack,original_path,original_filename,archive_member_filename,archive_member_name_raw,organized_path,organized_filename,extension,size_bytes,sha256_before,sha256_after,byte_identical,classification_confidence,classification_reason,cue_count,encoding_observed,header_title,notes
EV0022,M06,1985,大雄的宇宙小战争,のび太の宇宙小戦争,01_JA_SOURCE,ja-JP,source,WOWOW,Unknown,Conan06,P01：老 25 部日文原字幕 WOWOW 高清版本抽出的日语字幕，覆盖 1980–2004 全 25 部.zip,[Conan06] Eiga Doraemon - 06 Nobita no Little Star Wars (1985) (WOWOW 1280x720 AVC 10bit AAC1.0+DD2.0 Chap).jpn.ass,[Conan06] Eiga Doraemon - 06 Nobita no Little Star Wars (1985) (WOWOW 1280x720 AVC 10bit AAC1.0+DD2.0 Chap).jpn.ass,[Conan06] Eiga Doraemon - 06 Nobita no Little Star Wars (1985) (WOWOW 1280x720 AVC 10bit AAC1.0+DD2.0 Chap).jpn.ass,[Conan06] Eiga Doraemon - 06 Nobita no Little Star Wars (1985) (WOWOW 1280x720 AVC 10bit AAC1.0+DD2.0 Chap).jpn.ass,M06_1985_大雄的宇宙小战争/01_JA_SOURCE/M06.1985.ja-JP.source.WOWOW.Conan06.ass,M06.1985.ja-JP.source.WOWOW.Conan06.ass,.ass,232903,d78a26e5db13c3e5ec003f73c47822c4ee0039e3f3fed596834ca1f42ac1ca07,d78a26e5db13c3e5ec003f73c47822c4ee0039e3f3fed596834ca1f42ac1ca07,True,high,"Filename explicitly identifies Eiga Doraemon movie index/year, WOWOW release, Japanese subtitle suffix, and Conan06 release tag; index/year cross-check the stable movie catalog.",2099,UTF-8-SIG,Default Aegisub file,"Creator token follows the explicit [Conan06] release tag, consistent with the requested naming example."
EV0072,M06,1985,大雄的宇宙小战争,のび太の宇宙小戦争,02_ZH_JP_AUDIO,zh-CN,jp-audio,Fansub,Unknown,漫游字幕组,P03：1980–2016 中文底稿大包 [Doraemon_Movie][01-37][DVD&BD][Sub].zip,06[1985]大雄的宇宙小战争/06[1985]大雄的宇宙小战争.sc.ass,06[1985]大雄的宇宙小战争.sc.ass,06[1985]大雄的宇宙小战争.sc.ass,06[1985]┤≤╨█╡─╙ε╓µ╨í╒╜╒∙/06[1985]┤≤╨█╡─╙ε╓µ╨í╒╜╒∙.sc.ass,M06_1985_大雄的宇宙小战争/02_ZH_JP_AUDIO/M06.1985.zh-CN.jp-audio.Fansub.漫游字幕组.ass,M06.1985.zh-CN.jp-audio.Fansub.漫游字幕组.ass,.ass,113236,c5eb0c68eff11b16cb9d662c873f9851e199e715d7d146731f2bd59210009c1b,c5eb0c68eff11b16cb9d662c873f9851e199e715d7d146731f2bd59210009c1b,True,medium,"The source pack is explicitly a 1980–2016 Chinese draft subtitle collection; SC/TC filename variants and ASS headers identify Chinese translation evidence. No evidence establishes Taiwan official, Taiwan dub, or mainland official provenance, so those categories are intentionally not used.",1353,UTF-8-SIG,[1985]大雄的宇宙小战争,"Language tag follows the source .sc/.tc branch. zh-TW here records the Traditional-Chinese branch only; it is NOT evidence of Taiwan origin, official localization, or Taiwan-dub wording."
EV0042,M06,1985,大雄的宇宙小战争,のび太の宇宙小戦争,02_ZH_JP_AUDIO,zh-CN,jp-audio,WOWOWCN,Unknown,Unknown,P02：老 25 部 WOWOW 对轴简中 哆啦A梦大山版剧场版（匹配WOWOW高清版）.rar,06[1985]大雄的宇宙小战争.ass,06[1985]大雄的宇宙小战争.ass,06[1985]大雄的宇宙小战争.ass,06[1985]大雄的宇宙小战争.ass,M06_1985_大雄的宇宙小战争/02_ZH_JP_AUDIO/M06.1985.zh-CN.jp-audio.WOWOWCN.Unknown.ass,M06.1985.zh-CN.jp-audio.WOWOWCN.Unknown.ass,.ass,113290,67dc2b024a8f899f40beb859258ece22f7d1c456474f19c670a7efeccc5f0423,67dc2b024a8f899f40beb859258ece22f7d1c456474f19c670a7efeccc5f0423,True,high,Pack name and included note explicitly state these are Simplified Chinese subtitles retimed to match the WOWOW HD Japanese-source releases; movie index/year are explicit in each filename.,1352,UTF-8-SIG,,source=WOWOWCN denotes WOWOW-aligned Chinese evidence (not a claim that WOWOW authored the Chinese translation). creator records the ASS Original Script credit; the timing-adapter identity is not stated in the source pack.
EV0073,M06,1985,大雄的宇宙小战争,のび太の宇宙小戦争,02_ZH_JP_AUDIO,zh-TW,jp-audio,Fansub,Unknown,漫游字幕组,P03：1980–2016 中文底稿大包 [Doraemon_Movie][01-37][DVD&BD][Sub].zip,06[1985]大雄的宇宙小战争/06[1985]大雄的宇宙小战争.tc.ass,06[1985]大雄的宇宙小战争.tc.ass,06[1985]大雄的宇宙小战争.tc.ass,06[1985]┤≤╨█╡─╙ε╓µ╨í╒╜╒∙/06[1985]┤≤╨█╡─╙ε╓µ╨í╒╜╒∙.tc.ass,M06_1985_大雄的宇宙小战争/02_ZH_JP_AUDIO/M06.1985.zh-TW.jp-audio.Fansub.漫游字幕组.ass,M06.1985.zh-TW.jp-audio.Fansub.漫游字幕组.ass,.ass,113236,c3497f1d89f076dd49d7301c6e6a0f4d6a91d5737f4830df0a6d07f7088a07db,c3497f1d89f076dd49d7301c6e6a0f4d6a91d5737f4830df0a6d07f7088a07db,True,medium,"The source pack is explicitly a 1980–2016 Chinese draft subtitle collection; SC/TC filename variants and ASS headers identify Chinese translation evidence. No evidence establishes Taiwan official, Taiwan dub, or mainland official provenance, so those categories are intentionally not used.",1353,UTF-8-SIG,[1985]大雄的宇宙小战争,"Language tag follows the source .sc/.tc branch. zh-TW here records the Traditional-Chinese branch only; it is NOT evidence of Taiwan origin, official localization, or Taiwan-dub wording."
EV0023,M07,1986,大雄与铁人兵团,のび太と鉄人兵団,01_JA_SOURCE,ja-JP,source,WOWOW,Unknown,Conan06,P01：老 25 部日文原字幕 WOWOW 高清版本抽出的日语字幕，覆盖 1980–2004 全 25 部.zip,[Conan06] Eiga Doraemon - 07 Nobita to Tetsujin Heidan (1986) (WOWOW 1280x720 AVC 10bit AAC1.0+DD2.0 Chap).jpn.ass,[Conan06] Eiga Doraemon - 07 Nobita to Tetsujin Heidan (1986) (WOWOW 1280x720 AVC 10bit AAC1.0+DD2.0 Chap).jpn.ass,[Conan06] Eiga Doraemon - 07 Nobita to Tetsujin Heidan (1986) (WOWOW 1280x720 AVC 10bit AAC1.0+DD2.0 Chap).jpn.ass,[Conan06] Eiga Doraemon - 07 Nobita to Tetsujin Heidan (1986) (WOWOW 1280x720 AVC 10bit AAC1.0+DD2.0 Chap).jpn.ass,M07_1986_大雄与铁人兵团/01_JA_SOURCE/M07.1986.ja-JP.source.WOWOW.Conan06.ass,M07.1986.ja-JP.source.WOWOW.Conan06.ass,.ass,263248,31c92562ef91e1d0346268a65f1026f356a06da2ba7cbe434e8bdc190a95a508,31c92562ef91e1d0346268a65f1026f356a06da2ba7cbe434e8bdc190a95a508,True,high,"Filename explicitly identifies Eiga Doraemon movie index/year, WOWOW release, Japanese subtitle suffix, and Conan06 release tag; index/year cross-check the stable movie catalog.",2340,UTF-8-SIG,Default Aegisub file,"Creator token follows the explicit [Conan06] release tag, consistent with the requested naming example."
EV0074,M07,1986,大雄与铁人兵团,のび太と鉄人兵団,02_ZH_JP_AUDIO,zh-CN,jp-audio,Fansub,Unknown,漫游字幕组,P03：1980–2016 中文底稿大包 [Doraemon_Movie][01-37][DVD&BD][Sub].zip,07[1986]大雄与铁人兵团/07[1986]大雄与铁人兵团.sc.ass,07[1986]大雄与铁人兵团.sc.ass,07[1986]大雄与铁人兵团.sc.ass,07[1986]┤≤╨█╙δ╠·╚╦▒°═┼/07[1986]┤≤╨█╙δ╠·╚╦▒°═┼.sc.ass,M07_1986_大雄与铁人兵团/02_ZH_JP_AUDIO/M07.1986.zh-CN.jp-audio.Fansub.漫游字幕组.ass,M07.1986.zh-CN.jp-audio.Fansub.漫游字幕组.ass,.ass,128880,1eadcc18ce4d50d12ec6e380f87394a3119894224e1134ce4f15f04713b9cdea,1eadcc18ce4d50d12ec6e380f87394a3119894224e1134ce4f15f04713b9cdea,True,medium,"The source pack is explicitly a 1980–2016 Chinese draft subtitle collection; SC/TC filename variants and ASS headers identify Chinese translation evidence. No evidence establishes Taiwan official, Taiwan dub, or mainland official provenance, so those categories are intentionally not used.",1582,UTF-8-SIG,[1986]大雄与铁人兵团,"Language tag follows the source .sc/.tc branch. zh-TW here records the Traditional-Chinese branch only; it is NOT evidence of Taiwan origin, official localization, or Taiwan-dub wording."
EV0043,M07,1986,大雄与铁人兵团,のび太と鉄人兵団,02_ZH_JP_AUDIO,zh-CN,jp-audio,WOWOWCN,Unknown,漫游字幕组,P02：老 25 部 WOWOW 对轴简中 哆啦A梦大山版剧场版（匹配WOWOW高清版）.rar,07[1986]大雄与铁人兵团.ass,07[1986]大雄与铁人兵团.ass,07[1986]大雄与铁人兵团.ass,07[1986]大雄与铁人兵团.ass,M07_1986_大雄与铁人兵团/02_ZH_JP_AUDIO/M07.1986.zh-CN.jp-audio.WOWOWCN.漫游字幕组.ass,M07.1986.zh-CN.jp-audio.WOWOWCN.漫游字幕组.ass,.ass,127584,b4bd382b25880cb8065f0ceb3c042056d834719494fd260312a1fb1ac582021f,b4bd382b25880cb8065f0ceb3c042056d834719494fd260312a1fb1ac582021f,True,high,Pack name and included note explicitly state these are Simplified Chinese subtitles retimed to match the WOWOW HD Japanese-source releases; movie index/year are explicit in each filename.,1582,UTF-8-SIG,[1986]大雄与铁人兵团,source=WOWOWCN denotes WOWOW-aligned Chinese evidence (not a claim that WOWOW authored the Chinese translation). creator records the ASS Original Script credit; the timing-adapter identity is not stated in the source pack.
EV0075,M07,1986,大雄与铁人兵团,のび太と鉄人兵団,02_ZH_JP_AUDIO,zh-TW,jp-audio,Fansub,Unknown,漫游字幕组,P03：1980–2016 中文底稿大包 [Doraemon_Movie][01-37][DVD&BD][Sub].zip,07[1986]大雄与铁人兵团/07[1986]大雄与铁人兵团.tc.ass,07[1986]大雄与铁人兵团.tc.ass,07[1986]大雄与铁人兵团.tc.ass,07[1986]┤≤╨█╙δ╠·╚╦▒°═┼/07[1986]┤≤╨█╙δ╠·╚╦▒°═┼.tc.ass,M07_1986_大雄与铁人兵团/02_ZH_JP_AUDIO/M07.1986.zh-TW.jp-audio.Fansub.漫游字幕组.ass,M07.1986.zh-TW.jp-audio.Fansub.漫游字幕组.ass,.ass,128880,bc7f4d3693ce1ada47cb47f466b915233265baab61b4d573f14d3438e448441f,bc7f4d3693ce1ada47cb47f466b915233265baab61b4d573f14d3438e448441f,True,medium,"The source pack is explicitly a 1980–2016 Chinese draft subtitle collection; SC/TC filename variants and ASS headers identify Chinese translation evidence. No evidence establishes Taiwan official, Taiwan dub, or mainland official provenance, so those categories are intentionally not used.",1582,UTF-8-SIG,[1986]大雄与铁人兵团,"Language tag follows the source .sc/.tc branch. zh-TW here records the Traditional-Chinese branch only; it is NOT evidence of Taiwan origin, official localization, or Taiwan-dub wording."
EV0024,M08,1987,大雄与龙骑士,のび太と竜の騎士,01_JA_SOURCE,ja-JP,source,WOWOW,Unknown,Conan06,P01：老 25 部日文原字幕 WOWOW 高清版本抽出的日语字幕，覆盖 1980–2004 全 25 部.zip,[Conan06] Eiga Doraemon - 08 Nobita to Ryuu no Kishi (1987) (WOWOW 1280x720 AVC 10bit AAC1.0+DD2.0 Chap).jpn.ass,[Conan06] Eiga Doraemon - 08 Nobita to Ryuu no Kishi (1987) (WOWOW 1280x720 AVC 10bit AAC1.0+DD2.0 Chap).jpn.ass,[Conan06] Eiga Doraemon - 08 Nobita to Ryuu no Kishi (1987) (WOWOW 1280x720 AVC 10bit AAC1.0+DD2.0 Chap).jpn.ass,[Conan06] Eiga Doraemon - 08 Nobita to Ryuu no Kishi (1987) (WOWOW 1280x720 AVC 10bit AAC1.0+DD2.0 Chap).jpn.ass,M08_1987_大雄与龙骑士/01_JA_SOURCE/M08.1987.ja-JP.source.WOWOW.Conan06.ass,M08.1987.ja-JP.source.WOWOW.Conan06.ass,.ass,231206,4e4540ac9aef871536ba9537772c9e01a26d512c1d7569af1e51393c517ae586,4e4540ac9aef871536ba9537772c9e01a26d512c1d7569af1e51393c517ae586,True,high,"Filename explicitly identifies Eiga Doraemon movie index/year, WOWOW release, Japanese subtitle suffix, and Conan06 release tag; index/year cross-check the stable movie catalog.",2066,UTF-8-SIG,Default Aegisub file,"Creator token follows the explicit [Conan06] release tag, consistent with the requested naming example."
EV0076,M08,1987,大雄与龙骑士,のび太と竜の騎士,02_ZH_JP_AUDIO,zh-CN,jp-audio,Fansub,Unknown,漫游字幕组,P03：1980–2016 中文底稿大包 [Doraemon_Movie][01-37][DVD&BD][Sub].zip,08[1987]大雄与恐龙骑士/08[1987]大雄与恐龙骑士.sc.ass,08[1987]大雄与恐龙骑士.sc.ass,08[1987]大雄与恐龙骑士.sc.ass,08[1987]┤≤╨█╙δ┐╓┴·╞∩╩┐/08[1987]┤≤╨█╙δ┐╓┴·╞∩╩┐.sc.ass,M08_1987_大雄与龙骑士/02_ZH_JP_AUDIO/M08.1987.zh-CN.jp-audio.Fansub.漫游字幕组.ass,M08.1987.zh-CN.jp-audio.Fansub.漫游字幕组.ass,.ass,111538,cdd16c377dc5124398d33a9403a3b0046664522ecf73636e10cebfd1db6ec1ba,cdd16c377dc5124398d33a9403a3b0046664522ecf73636e10cebfd1db6ec1ba,True,medium,"The source pack is explicitly a 1980–2016 Chinese draft subtitle collection; SC/TC filename variants and ASS headers identify Chinese translation evidence. No evidence establishes Taiwan official, Taiwan dub, or mainland official provenance, so those categories are intentionally not used.",1314,UTF-8-SIG,[1987]大雄与恐龙骑士,"Language tag follows the source .sc/.tc branch. zh-TW here records the Traditional-Chinese branch only; it is NOT evidence of Taiwan origin, official localization, or Taiwan-dub wording."
EV0044,M08,1987,大雄与龙骑士,のび太と竜の騎士,02_ZH_JP_AUDIO,zh-CN,jp-audio,WOWOWCN,Unknown,漫游字幕组,P02：老 25 部 WOWOW 对轴简中 哆啦A梦大山版剧场版（匹配WOWOW高清版）.rar,08[1987]大雄与恐龙骑士.ass,08[1987]大雄与恐龙骑士.ass,08[1987]大雄与恐龙骑士.ass,08[1987]大雄与恐龙骑士.ass,M08_1987_大雄与龙骑士/02_ZH_JP_AUDIO/M08.1987.zh-CN.jp-audio.WOWOWCN.漫游字幕组.ass,M08.1987.zh-CN.jp-audio.WOWOWCN.漫游字幕组.ass,.ass,110453,a32408e0bb6fd0cdb1e8ebd92ec4ef589c5be0a48b0ccc1b2a40a1fa4d16ecf5,a32408e0bb6fd0cdb1e8ebd92ec4ef589c5be0a48b0ccc1b2a40a1fa4d16ecf5,True,high,Pack name and included note explicitly state these are Simplified Chinese subtitles retimed to match the WOWOW HD Japanese-source releases; movie index/year are explicit in each filename.,1314,UTF-8-SIG,[1987]大雄与恐龙骑士,source=WOWOWCN denotes WOWOW-aligned Chinese evidence (not a claim that WOWOW authored the Chinese translation). creator records the ASS Original Script credit; the timing-adapter identity is not stated in the source pack.
EV0077,M08,1987,大雄与龙骑士,のび太と竜の騎士,02_ZH_JP_AUDIO,zh-TW,jp-audio,Fansub,Unknown,漫游字幕组,P03：1980–2016 中文底稿大包 [Doraemon_Movie][01-37][DVD&BD][Sub].zip,08[1987]大雄与恐龙骑士/08[1987]大雄与恐龙骑士.tc.ass,08[1987]大雄与恐龙骑士.tc.ass,08[1987]大雄与恐龙骑士.tc.ass,08[1987]┤≤╨█╙δ┐╓┴·╞∩╩┐/08[1987]┤≤╨█╙δ┐╓┴·╞∩╩┐.tc.ass,M08_1987_大雄与龙骑士/02_ZH_JP_AUDIO/M08.1987.zh-TW.jp-audio.Fansub.漫游字幕组.ass,M08.1987.zh-TW.jp-audio.Fansub.漫游字幕组.ass,.ass,111538,005332d8d487aed1e076600d02bf7d0200a8b9a15ac79b66e81f41c807ae4e74,005332d8d487aed1e076600d02bf7d0200a8b9a15ac79b66e81f41c807ae4e74,True,medium,"The source pack is explicitly a 1980–2016 Chinese draft subtitle collection; SC/TC filename variants and ASS headers identify Chinese translation evidence. No evidence establishes Taiwan official, Taiwan dub, or mainland official provenance, so those categories are intentionally not used.",1314,UTF-8-SIG,[1987]大雄与恐龙骑士,"Language tag follows the source .sc/.tc branch. zh-TW here records the Traditional-Chinese branch only; it is NOT evidence of Taiwan origin, official localization, or Taiwan-dub wording."
EV0025,M09,1988,大雄的平行西游记,のび太のパラレル西遊記,01_JA_SOURCE,ja-JP,source,WOWOW,Unknown,Conan06,P01：老 25 部日文原字幕 WOWOW 高清版本抽出的日语字幕，覆盖 1980–2004 全 25 部.zip,[Conan06] Eiga Doraemon - 09 Nobita no Parallel Saiyuuki (1988) (WOWOW 1280x720 AVC 10bit AAC1.0+DD2.0 Chap).jpn.ass,[Conan06] Eiga Doraemon - 09 Nobita no Parallel Saiyuuki (1988) (WOWOW 1280x720 AVC 10bit AAC1.0+DD2.0 Chap).jpn.ass,[Conan06] Eiga Doraemon - 09 Nobita no Parallel Saiyuuki (1988) (WOWOW 1280x720 AVC 10bit AAC1.0+DD2.0 Chap).jpn.ass,[Conan06] Eiga Doraemon - 09 Nobita no Parallel Saiyuuki (1988) (WOWOW 1280x720 AVC 10bit AAC1.0+DD2.0 Chap).jpn.ass,M09_1988_大雄的平行西游记/01_JA_SOURCE/M09.1988.ja-JP.source.WOWOW.Conan06.ass,M09.1988.ja-JP.source.WOWOW.Conan06.ass,.ass,227474,c74ff86a2f61f344111409a82ce7f3e12dd0947fdf58c2a9c9d8d79392ac1c0c,c74ff86a2f61f344111409a82ce7f3e12dd0947fdf58c2a9c9d8d79392ac1c0c,True,high,"Filename explicitly identifies Eiga Doraemon movie index/year, WOWOW release, Japanese subtitle suffix, and Conan06 release tag; index/year cross-check the stable movie catalog.",2046,UTF-8-SIG,Default Aegisub file,"Creator token follows the explicit [Conan06] release tag, consistent with the requested naming example."
EV0078,M09,1988,大雄的平行西游记,のび太のパラレル西遊記,02_ZH_JP_AUDIO,zh-CN,jp-audio,Fansub,Unknown,漫游字幕组,P03：1980–2016 中文底稿大包 [Doraemon_Movie][01-37][DVD&BD][Sub].zip,09[1988]大雄的平行西游记/09[1988]大雄的平行西游记.sc.ass,09[1988]大雄的平行西游记.sc.ass,09[1988]大雄的平行西游记.sc.ass,09[1988]┤≤╨█╡─╞╜╨╨╬≈╙╬╝╟/09[1988]┤≤╨█╡─╞╜╨╨╬≈╙╬╝╟.sc.ass,M09_1988_大雄的平行西游记/02_ZH_JP_AUDIO/M09.1988.zh-CN.jp-audio.Fansub.漫游字幕组.ass,M09.1988.zh-CN.jp-audio.Fansub.漫游字幕组.ass,.ass,113191,33bad3554f1f2b115858b490ee48d2378dfb8f7f83ead2b26a64069350f2be7e,33bad3554f1f2b115858b490ee48d2378dfb8f7f83ead2b26a64069350f2be7e,True,medium,"The source pack is explicitly a 1980–2016 Chinese draft subtitle collection; SC/TC filename variants and ASS headers identify Chinese translation evidence. No evidence establishes Taiwan official, Taiwan dub, or mainland official provenance, so those categories are intentionally not used.",1355,UTF-8-SIG,[1988]大雄的平行西游记,"Language tag follows the source .sc/.tc branch. zh-TW here records the Traditional-Chinese branch only; it is NOT evidence of Taiwan origin, official localization, or Taiwan-dub wording."
EV0045,M09,1988,大雄的平行西游记,のび太のパラレル西遊記,02_ZH_JP_AUDIO,zh-CN,jp-audio,WOWOWCN,Unknown,漫游字幕组,P02：老 25 部 WOWOW 对轴简中 哆啦A梦大山版剧场版（匹配WOWOW高清版）.rar,09[1988]大雄的平行西游记.ass,09[1988]大雄的平行西游记.ass,09[1988]大雄的平行西游记.ass,09[1988]大雄的平行西游记.ass,M09_1988_大雄的平行西游记/02_ZH_JP_AUDIO/M09.1988.zh-CN.jp-audio.WOWOWCN.漫游字幕组.ass,M09.1988.zh-CN.jp-audio.WOWOWCN.漫游字幕组.ass,.ass,112065,965101b9e29a2c6789f420532877265784dc1aed52416d43991ad1fc5aa2d8cf,965101b9e29a2c6789f420532877265784dc1aed52416d43991ad1fc5aa2d8cf,True,high,Pack name and included note explicitly state these are Simplified Chinese subtitles retimed to match the WOWOW HD Japanese-source releases; movie index/year are explicit in each filename.,1355,UTF-8-SIG,[1988]大雄的平行西游记,source=WOWOWCN denotes WOWOW-aligned Chinese evidence (not a claim that WOWOW authored the Chinese translation). creator records the ASS Original Script credit; the timing-adapter identity is not stated in the source pack.
EV0079,M09,1988,大雄的平行西游记,のび太のパラレル西遊記,02_ZH_JP_AUDIO,zh-TW,jp-audio,Fansub,Unknown,漫游字幕组,P03：1980–2016 中文底稿大包 [Doraemon_Movie][01-37][DVD&BD][Sub].zip,09[1988]大雄的平行西游记/09[1988]大雄的平行西游记.tc.ass,09[1988]大雄的平行西游记.tc.ass,09[1988]大雄的平行西游记.tc.ass,09[1988]┤≤╨█╡─╞╜╨╨╬≈╙╬╝╟/09[1988]┤≤╨█╡─╞╜╨╨╬≈╙╬╝╟.tc.ass,M09_1988_大雄的平行西游记/02_ZH_JP_AUDIO/M09.1988.zh-TW.jp-audio.Fansub.漫游字幕组.ass,M09.1988.zh-TW.jp-audio.Fansub.漫游字幕组.ass,.ass,113191,18e5d371f2c8cd1ed838c2a6651d88773b28989242ce4eab9540f9acab501c24,18e5d371f2c8cd1ed838c2a6651d88773b28989242ce4eab9540f9acab501c24,True,medium,"The source pack is explicitly a 1980–2016 Chinese draft subtitle collection; SC/TC filename variants and ASS headers identify Chinese translation evidence. No evidence establishes Taiwan official, Taiwan dub, or mainland official provenance, so those categories are intentionally not used.",1355,UTF-8-SIG,[1988]大雄的平行西游记,"Language tag follows the source .sc/.tc branch. zh-TW here records the Traditional-Chinese branch only; it is NOT evidence of Taiwan origin, official localization, or Taiwan-dub wording."
EV0026,M10,1989,大雄的日本诞生,のび太の日本誕生,01_JA_SOURCE,ja-JP,source,WOWOW,Unknown,Conan06,P01：老 25 部日文原字幕 WOWOW 高清版本抽出的日语字幕，覆盖 1980–2004 全 25 部.zip,[Conan06] Eiga Doraemon - 10 Nobita no Nippon Tanjou (1989) (WOWOW 1280x720 AVC 10bit AAC2.0+DD2.0 Chap).jpn.ass,[Conan06] Eiga Doraemon - 10 Nobita no Nippon Tanjou (1989) (WOWOW 1280x720 AVC 10bit AAC2.0+DD2.0 Chap).jpn.ass,[Conan06] Eiga Doraemon - 10 Nobita no Nippon Tanjou (1989) (WOWOW 1280x720 AVC 10bit AAC2.0+DD2.0 Chap).jpn.ass,[Conan06] Eiga Doraemon - 10 Nobita no Nippon Tanjou (1989) (WOWOW 1280x720 AVC 10bit AAC2.0+DD2.0 Chap).jpn.ass,M10_1989_大雄的日本诞生/01_JA_SOURCE/M10.1989.ja-JP.source.WOWOW.Conan06.ass,M10.1989.ja-JP.source.WOWOW.Conan06.ass,.ass,259016,5917ea94d3c756b34b418ce4e6827fff3db8eeb8ff5b982f13c0aae7957866f8,5917ea94d3c756b34b418ce4e6827fff3db8eeb8ff5b982f13c0aae7957866f8,True,high,"Filename explicitly identifies Eiga Doraemon movie index/year, WOWOW release, Japanese subtitle suffix, and Conan06 release tag; index/year cross-check the stable movie catalog.",2306,UTF-8-SIG,Default Aegisub file,"Creator token follows the explicit [Conan06] release tag, consistent with the requested naming example."
EV0080,M10,1989,大雄的日本诞生,のび太の日本誕生,02_ZH_JP_AUDIO,zh-CN,jp-audio,Fansub,Unknown,漫游字幕组,P03：1980–2016 中文底稿大包 [Doraemon_Movie][01-37][DVD&BD][Sub].zip,10[1989]大雄与日本的诞生/10[1989]大雄与日本的诞生.sc.ass,10[1989]大雄与日本的诞生.sc.ass,10[1989]大雄与日本的诞生.sc.ass,10[1989]┤≤╨█╙δ╚╒▒╛╡─╡«╔·/10[1989]┤≤╨█╙δ╚╒▒╛╡─╡«╔·.sc.ass,M10_1989_大雄的日本诞生/02_ZH_JP_AUDIO/M10.1989.zh-CN.jp-audio.Fansub.漫游字幕组.ass,M10.1989.zh-CN.jp-audio.Fansub.漫游字幕组.ass,.ass,120549,aa7cde886627e6c1d73cea765aed801224f9ac0927825127fc5bc931c31c7c24,aa7cde886627e6c1d73cea765aed801224f9ac0927825127fc5bc931c31c7c24,True,medium,"The source pack is explicitly a 1980–2016 Chinese draft subtitle collection; SC/TC filename variants and ASS headers identify Chinese translation evidence. No evidence establishes Taiwan official, Taiwan dub, or mainland official provenance, so those categories are intentionally not used.",1450,UTF-8-SIG,[1989]大雄与日本的诞生,"Language tag follows the source .sc/.tc branch. zh-TW here records the Traditional-Chinese branch only; it is NOT evidence of Taiwan origin, official localization, or Taiwan-dub wording."
EV0046,M10,1989,大雄的日本诞生,のび太の日本誕生,02_ZH_JP_AUDIO,zh-CN,jp-audio,WOWOWCN,Unknown,Unknown,P02：老 25 部 WOWOW 对轴简中 哆啦A梦大山版剧场版（匹配WOWOW高清版）.rar,10[1989]大雄与日本的诞生.ass,10[1989]大雄与日本的诞生.ass,10[1989]大雄与日本的诞生.ass,10[1989]大雄与日本的诞生.ass,M10_1989_大雄的日本诞生/02_ZH_JP_AUDIO/M10.1989.zh-CN.jp-audio.WOWOWCN.Unknown.ass,M10.1989.zh-CN.jp-audio.WOWOWCN.Unknown.ass,.ass,132186,2c6d6270e94cdb019acd4b7f89064af2a357d2d91bfae6c00f185bf6612cee14,2c6d6270e94cdb019acd4b7f89064af2a357d2d91bfae6c00f185bf6612cee14,True,high,Pack name and included note explicitly state these are Simplified Chinese subtitles retimed to match the WOWOW HD Japanese-source releases; movie index/year are explicit in each filename.,1448,UTF-8-SIG,,source=WOWOWCN denotes WOWOW-aligned Chinese evidence (not a claim that WOWOW authored the Chinese translation). creator records the ASS Original Script credit; the timing-adapter identity is not stated in the source pack.
EV0081,M10,1989,大雄的日本诞生,のび太の日本誕生,02_ZH_JP_AUDIO,zh-TW,jp-audio,Fansub,Unknown,漫游字幕组,P03：1980–2016 中文底稿大包 [Doraemon_Movie][01-37][DVD&BD][Sub].zip,10[1989]大雄与日本的诞生/10[1989]大雄与日本的诞生.tc.ass,10[1989]大雄与日本的诞生.tc.ass,10[1989]大雄与日本的诞生.tc.ass,10[1989]┤≤╨█╙δ╚╒▒╛╡─╡«╔·/10[1989]┤≤╨█╙δ╚╒▒╛╡─╡«╔·.tc.ass,M10_1989_大雄的日本诞生/02_ZH_JP_AUDIO/M10.1989.zh-TW.jp-audio.Fansub.漫游字幕组.ass,M10.1989.zh-TW.jp-audio.Fansub.漫游字幕组.ass,.ass,120549,2df0e75910f45b94118027594863dfed04abd5d96f57cec2e9c92a2c2dbdbb73,2df0e75910f45b94118027594863dfed04abd5d96f57cec2e9c92a2c2dbdbb73,True,medium,"The source pack is explicitly a 1980–2016 Chinese draft subtitle collection; SC/TC filename variants and ASS headers identify Chinese translation evidence. No evidence establishes Taiwan official, Taiwan dub, or mainland official provenance, so those categories are intentionally not used.",1450,UTF-8-SIG,[1989]大雄与日本的诞生,"Language tag follows the source .sc/.tc branch. zh-TW here records the Traditional-Chinese branch only; it is NOT evidence of Taiwan origin, official localization, or Taiwan-dub wording."
